이름,지역,클래스,카테고리,세부분류
초록사과키즈영화관,경상남도,장소,문화시설,일반극장/영화관
엑스무비DVD방,전라북도,장소,문화시설,비디오/DVD감상실
허브DVD방,충청남도,장소,문화시설,비디오/DVD감상실
CGV,서울특별시,장소,문화시설,CGV
CGV,경상북도,장소,문화시설,CGV
씨어터송,서울특별시,장소,문화시설,일반극장/영화관
아카데미프리존,부산광역시,장소,문화시설,비디오/DVD감상실
롯데시네마,서울특별시,장소,문화시설,롯데시네마
구례자연드림시네마,전라남도,장소,문화시설,일반극장/영화관
씨네원DVD영화관,서울특별시,장소,문화시설,비디오/DVD감상실
코코아DVD영화관,경기도,장소,문화시설,비디오/DVD감상실
NC백화점송파점소극장,서울특별시,장소,문화시설,일반극장/영화관
애기똥풀인형극장,경기도,장소,문화시설,일반극장/영화관
CGV,충청남도,장소,문화시설,CGV
팝스DVD상모점,경상북도,장소,문화시설,비디오/DVD감상실
추억극장미림,인천광역시,장소,문화시설,일반극장/영화관
수작DVD영화관,경기도,장소,문화시설,비디오/DVD감상실
하늘바람소극장,부산광역시,장소,문화시설,일반극장/영화관
CGV,경기도,장소,문화시설,CGV
CGV,대전광역시,장소,문화시설,CGV
DVD방,서울특별시,장소,문화시설,비디오/DVD감상실
롯데시네마,서울특별시,장소,문화시설,롯데시네마
극장동국,서울특별시,장소,문화시설,일반극장/영화관
브로드웨이DVD영화관,제주특별자치도,장소,문화시설,비디오/DVD감상실
퍼니락퍼니디브이디,경기도,장소,문화시설,비디오/DVD감상실
디프DVD,서울특별시,장소,문화시설,비디오/DVD감상실
롯데시네마,경기도,장소,문화시설,롯데시네마
레옹DVD,서울특별시,장소,문화시설,비디오/DVD감상실
하이비젼DVD방,인천광역시,장소,문화시설,비디오/DVD감상실
초록사과키즈영화관,경기도,장소,문화시설,일반극장/영화관
초록사과키즈영화관,대구광역시,장소,문화시설,일반극장/영화관
초록사과키즈영화관,경기도,장소,문화시설,일반극장/영화관
초록사과키즈영화관,경상북도,장소,문화시설,일반극장/영화관
이봄씨어터,서울특별시,장소,문화시설,일반극장/영화관
필란디아DVD방,서울특별시,장소,문화시설,비디오/DVD감상실
레드켓츠DVD방,경상남도,장소,문화시설,비디오/DVD감상실
엔플러스,서울특별시,장소,문화시설,비디오/DVD감상실
CGV,경기도,장소,문화시설,CGV
롯데시네마,경기도,장소,문화시설,롯데시네마
메가박스,경기도,장소,문화시설,메가박스
메가박스,전라남도,장소,문화시설,메가박스
메가박스,경기도,장소,문화시설,메가박스
롯데시네마,부산광역시,장소,문화시설,롯데시네마
나비예술극장,경상남도,장소,문화시설,일반극장/영화관
롯데시네마,부산광역시,장소,문화시설,롯데시네마
CGV,광주광역시,장소,문화시설,CGV
영DVD방,경상북도,장소,문화시설,비디오/DVD감상실
숲DVD,경기도,장소,문화시설,비디오/DVD감상실
완주휴시네마,전라북도,장소,문화시설,일반극장/영화관
팝스DVD영화관,서울특별시,장소,문화시설,비디오/DVD감상실
메가박스,경기도,장소,문화시설,메가박스
롯데시네마,경기도,장소,문화시설,롯데시네마
산천어시네마,강원도,장소,문화시설,일반극장/영화관
마이골작은영화관,전라북도,장소,문화시설,일반극장/영화관
롯데시네마,경기도,장소,문화시설,롯데시네마
씨네독DVD영화카페,경기도,장소,문화시설,비디오/DVD감상실
미예랑소극장,제주특별자치도,장소,문화시설,일반극장/영화관
CGV,대전광역시,장소,문화시설,CGV
카멜레온DVD영화관,경상남도,장소,문화시설,비디오/DVD감상실
군포G시네마,경기도,장소,문화시설,일반극장/영화관
CGV,전라남도,장소,문화시설,CGV
경암소극장,서울특별시,장소,문화시설,일반극장/영화관
메가박스,서울특별시,장소,문화시설,메가박스
오오극장,대구광역시,장소,문화시설,일반극장/영화관
부안마실영화관,전라북도,장소,문화시설,일반극장/영화관
샤인DVD영화관,서울특별시,장소,문화시설,비디오/DVD감상실
MJHDVD방,경상남도,장소,문화시설,비디오/DVD감상실
로드쇼DVD영화관,서울특별시,장소,문화시설,비디오/DVD감상실
객석클라라하우스,대전광역시,장소,문화시설,일반극장/영화관
TOPDVD상영관,대전광역시,장소,문화시설,비디오/DVD감상실
뷰카25,강원도,장소,문화시설,자동차전용극장
굿디지털영화관,경상북도,장소,문화시설,비디오/DVD감상실
지존DVD영화관,대전광역시,장소,문화시설,비디오/DVD감상실
어울림소극장,강원도,장소,문화시설,일반극장/영화관
무비존DVD,경상남도,장소,문화시설,비디오/DVD감상실
CGV,서울특별시,장소,문화시설,CGV
TAKE5DVD,대구광역시,장소,문화시설,비디오/DVD감상실
CGV,충청남도,장소,문화시설,CGV
롯데시네마,경기도,장소,문화시설,롯데시네마
메가박스,경기도,장소,문화시설,메가박스
한울,경상남도,장소,문화시설,일반극장/영화관
키다리소극장,부산광역시,장소,문화시설,일반극장/영화관
메가박스,경상남도,장소,문화시설,메가박스
엔피아DVD방,서울특별시,장소,문화시설,비디오/DVD감상실
키네마DVD,경기도,장소,문화시설,비디오/DVD감상실
KU시네마테크,서울특별시,장소,문화시설,일반극장/영화관
바빌론,대전광역시,장소,문화시설,비디오/DVD감상실
파고다DVD극장,서울특별시,장소,문화시설,비디오/DVD감상실
THEM,대구광역시,장소,문화시설,비디오/DVD감상실
스테이션DVD방,광주광역시,장소,문화시설,비디오/DVD감상실
POPSDVD,경기도,장소,문화시설,비디오/DVD감상실
영월시네마,강원도,장소,문화시설,일반극장/영화관
MDVD영화관,경상남도,장소,문화시설,비디오/DVD감상실
CGV,경기도,장소,문화시설,CGV
쿨DVD방,서울특별시,장소,문화시설,비디오/DVD감상실
씨넥스DVD영화관,서울특별시,장소,문화시설,비디오/DVD감상실
월시네마DVD영화방,서울특별시,장소,문화시설,비디오/DVD감상실
메가박스,경기도,장소,문화시설,메가박스
실버영화관,울산광역시,장소,문화시설,일반극장/영화관
창동예술소극장,경상남도,장소,문화시설,일반극장/영화관
롯데시네마,경기도,장소,문화시설,롯데시네마
메가박스,경상남도,장소,문화시설,메가박스
메가박스,경상남도,장소,문화시설,메가박스
DVD영화관,충청북도,장소,문화시설,비디오/DVD감상실
팝스DVD영화관,서울특별시,장소,문화시설,비디오/DVD감상실
장흥자동차극장,경기도,장소,문화시설,자동차전용극장
메가박스,인천광역시,장소,문화시설,메가박스
메가박스,경상북도,장소,문화시설,메가박스
CGV,충청남도,장소,문화시설,CGV
롯데시네마,서울특별시,장소,문화시설,롯데시네마
CGV,부산광역시,장소,문화시설,CGV
뮤즈DVD방,경기도,장소,문화시설,비디오/DVD감상실
디지털영화관,경상남도,장소,문화시설,비디오/DVD감상실
만화공간,경기도,장소,문화시설,비디오/DVD감상실
경주블루DVD,경상북도,장소,문화시설,비디오/DVD감상실
스카이디지털영화관,경상남도,장소,문화시설,비디오/DVD감상실
메가박스,경상북도,장소,문화시설,메가박스
롯데시네마,서울특별시,장소,문화시설,롯데시네마
메가박스,인천광역시,장소,문화시설,메가박스
CGV,세종특별자치시,장소,문화시설,CGV
평창시네마,강원도,장소,문화시설,일반극장/영화관
예술공간유비누리앱질전용관,서울특별시,장소,문화시설,일반극장/영화관
괜찮은홀중계홀,서울특별시,장소,문화시설,일반극장/영화관
시네마타운극장,경상남도,장소,문화시설,자동차전용극장
장유씨네맥스,경상남도,장소,문화시설,비디오/DVD감상실
롯데시네마,경기도,장소,문화시설,롯데시네마
롯데시네마,대구광역시,장소,문화시설,롯데시네마
동방영상,경기도,장소,문화시설,비디오/DVD감상실
영남알프스시네마,울산광역시,장소,문화시설,일반극장/영화관
기벌포영화관,충청남도,장소,문화시설,일반극장/영화관
메가박스,충청북도,장소,문화시설,메가박스
정남진시네마,전라남도,장소,문화시설,일반극장/영화관
CGV,전라북도,장소,문화시설,CGV
상상극장,서울특별시,장소,문화시설,일반극장/영화관
사랑소극장,서울특별시,장소,문화시설,일반극장/영화관
소담소극장,서울특별시,장소,문화시설,일반극장/영화관
DVD디지털영화관,대구광역시,장소,문화시설,비디오/DVD감상실
청석에듀씨어터,경기도,장소,문화시설,일반극장/영화관
열린아트홀,부산광역시,장소,문화시설,일반극장/영화관
메가박스,전라남도,장소,문화시설,메가박스
무비박스DVD방,서울특별시,장소,문화시설,비디오/DVD감상실
CGV,서울특별시,장소,문화시설,CGV
아카데미DVD영화관,서울특별시,장소,문화시설,비디오/DVD감상실
찜DVD감상실,대전광역시,장소,문화시설,비디오/DVD감상실
롯데시네마,강원도,장소,문화시설,롯데시네마
롯데시네마,경기도,장소,문화시설,롯데시네마
롯데시네마,경기도,장소,문화시설,롯데시네마
영양작은영화관,경상북도,장소,문화시설,일반극장/영화관
CGV,대전광역시,장소,문화시설,CGV
메가박스,경기도,장소,문화시설,메가박스
남해보물섬시네마,경상남도,장소,문화시설,일반극장/영화관
아이들극장,서울특별시,장소,문화시설,일반극장/영화관
아이맥스DVD영화관,부산광역시,장소,문화시설,비디오/DVD감상실
힐링데코믹스,경기도,장소,문화시설,비디오/DVD감상실
DVDHOLIC,서울특별시,장소,문화시설,비디오/DVD감상실
메가박스,서울특별시,장소,문화시설,메가박스
키노DVD상영관,서울특별시,장소,문화시설,비디오/DVD감상실
레드캣츠,대전광역시,장소,문화시설,비디오/DVD감상실
토마토시네마,강원도,장소,문화시설,일반극장/영화관
메가박스영화방,광주광역시,장소,문화시설,비디오/DVD감상실
씨네파크디비디영화관,강원도,장소,문화시설,비디오/DVD감상실
CGV,경기도,장소,문화시설,CGV
엠엔지디브이디존,서울특별시,장소,문화시설,비디오/DVD감상실
메가박스,강원도,장소,문화시설,메가박스
롯데시네마,경상남도,장소,문화시설,롯데시네마
한내소극장,경기도,장소,문화시설,일반극장/영화관
롯데시네마,경기도,장소,문화시설,롯데시네마
루커스디비디상영관,인천광역시,장소,문화시설,비디오/DVD감상실
메가박스,강원도,장소,문화시설,메가박스
롯데시네마,경기도,장소,문화시설,롯데시네마
메가박스,경기도,장소,문화시설,메가박스
메가박스,경기도,장소,문화시설,메가박스
어울마당,서울특별시,장소,문화시설,일반극장/영화관
CGV,경상북도,장소,문화시설,CGV
CGV,대구광역시,장소,문화시설,CGV
롯데시네마,서울특별시,장소,문화시설,롯데시네마
롯데시네마,충청북도,장소,문화시설,롯데시네마
메가박스,경상북도,장소,문화시설,메가박스
메가박스,인천광역시,장소,문화시설,메가박스
조이앤시네마,전라북도,장소,문화시설,일반극장/영화관
메가박스,대구광역시,장소,문화시설,메가박스
메가박스,서울특별시,장소,문화시설,메가박스
롯데시네마,인천광역시,장소,문화시설,롯데시네마
롯데시네마,경기도,장소,문화시설,롯데시네마
CGV,경상남도,장소,문화시설,CGV
메가박스,경기도,장소,문화시설,메가박스
CGV,광주광역시,장소,문화시설,CGV
CGV,경기도,장소,문화시설,CGV
CGV,경상남도,장소,문화시설,CGV
메가박스,서울특별시,장소,문화시설,메가박스
CGV,전라남도,장소,문화시설,CGV
CGV,경기도,장소,문화시설,CGV
CGV,부산광역시,장소,문화시설,CGV
롯데시네마,부산광역시,장소,문화시설,롯데시네마
CGV,전라남도,장소,문화시설,CGV
예산시네마,충청남도,장소,문화시설,일반극장/영화관
롯데시네마,서울특별시,장소,문화시설,롯데시네마
거제연육교자동차극장,경상남도,장소,문화시설,자동차전용극장
메가박스,인천광역시,장소,문화시설,메가박스
메가박스,경상남도,장소,문화시설,메가박스
시티극장,경기도,장소,문화시설,일반극장/영화관
CGV,인천광역시,장소,문화시설,CGV
메가박스,경기도,장소,문화시설,메가박스
CGV,경기도,장소,문화시설,CGV
메가박스,경상북도,장소,문화시설,메가박스
씨네Q,충청북도,장소,문화시설,일반극장/영화관
메가박스,경상남도,장소,문화시설,메가박스
합천시네마,경상남도,장소,문화시설,일반극장/영화관
CGV,서울특별시,장소,문화시설,CGV
DMZ시네마,강원도,장소,문화시설,일반극장/영화관
메가박스,경기도,장소,문화시설,메가박스
롯데시네마,경기도,장소,문화시설,롯데시네마
CGV,전라남도,장소,문화시설,CGV
CGV,제주특별자치도,장소,문화시설,CGV
메가박스,서울특별시,장소,문화시설,메가박스
메가박스,충청남도,장소,문화시설,메가박스
씨네Q,서울특별시,장소,문화시설,일반극장/영화관
롯데시네마,경상북도,장소,문화시설,롯데시네마
완도빙그레시네마,전라남도,장소,문화시설,일반극장/영화관
태안시네마,충청남도,장소,문화시설,일반극장/영화관
CGV,경기도,장소,문화시설,CGV
가람영화관,강원도,장소,문화시설,일반극장/영화관
CGV,서울특별시,장소,문화시설,CGV
곡성작은영화관,전라남도,장소,문화시설,일반극장/영화관
CGV,경기도,장소,문화시설,CGV
씨네Q,경상북도,장소,문화시설,일반극장/영화관
CGV,부산광역시,장소,문화시설,CGV
씨네Q,경상북도,장소,문화시설,일반극장/영화관
청양시네마,충청남도,장소,문화시설,일반극장/영화관
CGV,전라남도,장소,문화시설,CGV
메가박스,충청북도,장소,문화시설,메가박스
메가박스,전라남도,장소,문화시설,메가박스
횡성시네마,강원도,장소,문화시설,일반극장/영화관
화순작은영화관,전라남도,장소,문화시설,일반극장/영화관
양구작은영화관,강원도,장소,문화시설,일반극장/영화관
함안작은영화관,경상남도,장소,문화시설,일반극장/영화관
CGV,충청북도,장소,문화시설,CGV
더부티크프라이빗,서울특별시,장소,문화시설,일반극장/영화관
CGV,경기도,장소,문화시설,CGV
롯데시네마,인천광역시,장소,문화시설,롯데시네마
롯데시네마,전라북도,장소,문화시설,롯데시네마
메가박스,부산광역시,장소,문화시설,메가박스
메가박스,인천광역시,장소,문화시설,메가박스
포천자동차극장,경기도,장소,문화시설,일반극장/영화관
금산시네마,충청남도,장소,문화시설,일반극장/영화관
영천공설시장별빛영화관,경상북도,장소,문화시설,일반극장/영화관
롯데시네마,광주광역시,장소,문화시설,롯데시네마
CGV,전라북도,장소,문화시설,CGV
CGV,전라북도,장소,문화시설,CGV
CGV,서울특별시,장소,문화시설,CGV
CGV,인천광역시,장소,문화시설,CGV
롯데시네마,전라북도,장소,문화시설,롯데시네마
롯데시네마,대구광역시,장소,문화시설,롯데시네마
메가박스,서울특별시,장소,문화시설,메가박스
CGV,경기도,장소,문화시설,CGV
메가박스,경기도,장소,문화시설,메가박스
부산예술관,부산광역시,장소,문화시설,일반극장/영화관
CGV,경기도,장소,문화시설,CGV
평창알펜시아시네마,강원도,장소,문화시설,일반극장/영화관
별빛영화마을,대전광역시,장소,문화시설,자동차전용극장
메가박스,서울특별시,장소,문화시설,메가박스
울진작은영화관,경상북도,장소,문화시설,일반극장/영화관
향수시네마,충청북도,장소,문화시설,일반극장/영화관
롯데시네마,대전광역시,장소,문화시설,롯데시네마
아이엠VR,대전광역시,장소,문화시설,비디오/DVD감상실
럭셔리박스,충청북도,장소,문화시설,비디오/DVD감상실
VR플러스,충청남도,장소,문화시설,비디오/DVD감상실
브이알파크,서울특별시,장소,문화시설,비디오/DVD감상실
할리갈리보드카페,경기도,장소,문화시설,비디오/DVD감상실
아카데미씨네마,대구광역시,장소,문화시설,일반극장/영화관
씨네유,경기도,장소,문화시설,일반극장/영화관
63아이맥스영화관,서울특별시,장소,문화시설,일반극장/영화관
레드브이알,서울특별시,장소,문화시설,비디오/DVD감상실
레드브이알,서울특별시,장소,문화시설,비디오/DVD감상실
케이원멀티게임존,경기도,장소,문화시설,비디오/DVD감상실
광주자동차극장,광주광역시,장소,문화시설,일반극장/영화관
레드브이알,경기도,장소,문화시설,비디오/DVD감상실
놀숲,경기도,장소,문화시설,비디오/DVD감상실
VRICS,서울특별시,장소,문화시설,비디오/DVD감상실
입체영상관,충청남도,장소,문화시설,일반극장/영화관
아리랑시네미디어센터,서울특별시,장소,문화시설,일반극장/영화관
당진시네마,충청남도,장소,문화시설,일반극장/영화관
THC9,경기도,장소,문화시설,일반극장/영화관
영플라자,서울특별시,장소,문화시설,일반극장/영화관
낭만팬더만화카페,경기도,장소,문화시설,비디오/DVD감상실
좋은DVD방,강원도,장소,문화시설,비디오/DVD감상실
마나보다만화카페,경기도,장소,문화시설,비디오/DVD감상실
꽁툰만화북카페,경상남도,장소,문화시설,비디오/DVD감상실
놀숲,부산광역시,장소,문화시설,비디오/DVD감상실
코믹한애니씨만화카페,경기도,장소,문화시설,비디오/DVD감상실
마나보다만화카페,경상남도,장소,문화시설,비디오/DVD감상실
달달만화카페,부산광역시,장소,문화시설,비디오/DVD감상실
상상만화카페,인천광역시,장소,문화시설,비디오/DVD감상실
건대VR카페브라보,서울특별시,장소,문화시설,비디오/DVD감상실
북대만화카페,전라북도,장소,문화시설,비디오/DVD감상실
로드레이싱카페,경상남도,장소,문화시설,비디오/DVD감상실
추억의만화카페,인천광역시,장소,문화시설,비디오/DVD감상실
케이지블루풋살존,경기도,장소,문화시설,비디오/DVD감상실
스포츠야구사격장,경기도,장소,문화시설,비디오/DVD감상실
더리얼VR,부산광역시,장소,문화시설,비디오/DVD감상실
정중앙시네마2관,강원도,장소,문화시설,일반극장/영화관
정중앙시네마1관,강원도,장소,문화시설,일반극장/영화관
화순시네마2관,전라남도,장소,문화시설,일반극장/영화관
헐리우드디스코팡팡,부산광역시,장소,문화시설,비디오/DVD감상실
만화카페코난,서울특별시,장소,문화시설,비디오/DVD감상실
미션이스케이프,부산광역시,장소,문화시설,비디오/DVD감상실
털보만화카페,경상남도,장소,문화시설,비디오/DVD감상실
신세계문화의전당,부산광역시,장소,문화시설,일반극장/영화관
화순시네마1관,전라남도,장소,문화시설,일반극장/영화관
메가박스,경상남도,장소,문화시설,메가박스
서면극장,부산광역시,장소,문화시설,일반극장/영화관
시네마5,광주광역시,장소,문화시설,일반극장/영화관
오산시네마타운,경기도,장소,문화시설,일반극장/영화관
시네마S테마영화관,경상남도,장소,문화시설,비디오/DVD감상실
VR플러스,서울특별시,장소,문화시설,비디오/DVD감상실
감성만화싸롱,대전광역시,장소,문화시설,비디오/DVD감상실
카멜레온DVD방,서울특별시,장소,문화시설,비디오/DVD감상실
레이싱스테이션,인천광역시,장소,문화시설,비디오/DVD감상실
콜롯세움비디오감상실,전라남도,장소,문화시설,비디오/DVD감상실
트루VR,서울특별시,장소,문화시설,비디오/DVD감상실
오션랜드,경상북도,장소,문화시설,비디오/DVD감상실
3층멀티방,세종특별자치시,장소,문화시설,비디오/DVD감상실
심심할때,경기도,장소,문화시설,비디오/DVD감상실
대원멀티방,경기도,장소,문화시설,비디오/DVD감상실
애관극장,인천광역시,장소,문화시설,일반극장/영화관
엠박스,전라북도,장소,문화시설,비디오/DVD감상실
씨네드쉐프,서울특별시,장소,문화시설,일반극장/영화관
만화도시,경기도,장소,문화시설,비디오/DVD감상실
놀숲,서울특별시,장소,문화시설,비디오/DVD감상실
상봉시네마시티,서울특별시,장소,문화시설,일반극장/영화관
프리머스시네마,경기도,장소,문화시설,일반극장/영화관
삼백시네마,경상북도,장소,문화시설,일반극장/영화관
여수자동차극장,전라남도,장소,문화시설,자동차전용극장
놀이존VR,대구광역시,장소,문화시설,비디오/DVD감상실
시네큐,경상북도,장소,문화시설,일반극장/영화관
열혈만화,경상남도,장소,문화시설,비디오/DVD감상실
코믹큐브,경기도,장소,문화시설,비디오/DVD감상실
철원작은영화관뚜루,강원도,장소,문화시설,일반극장/영화관
CGV,충청북도,장소,문화시설,CGV
CGV,강원도,장소,문화시설,CGV
인디플러스천안,충청남도,장소,문화시설,일반극장/영화관
브이알파크,경상남도,장소,문화시설,비디오/DVD감상실
브리즈VR까페잠실새내역점,서울특별시,장소,문화시설,비디오/DVD감상실
놀숲군산수송점,전라북도,장소,문화시설,비디오/DVD감상실
제일시네마,광주광역시,장소,문화시설,일반극장/영화관
영화를밝히는사람들,경기도,장소,문화시설,비디오/DVD감상실
놀숲광주수완점,광주광역시,장소,문화시설,비디오/DVD감상실
놀숲부산사직점,부산광역시,장소,문화시설,비디오/DVD감상실
놀숲여수신기점,전라남도,장소,문화시설,비디오/DVD감상실
부여스타박스,충청남도,장소,문화시설,일반극장/영화관
샵DVD영화관,부산광역시,장소,문화시설,비디오/DVD감상실
코코아DVD,경기도,장소,문화시설,비디오/DVD감상실
DRFA365예술극장,인천광역시,장소,문화시설,일반극장/영화관
씨네세븐,경상남도,장소,문화시설,일반극장/영화관
이편한세상,인천광역시,장소,문화시설,비디오/DVD감상실
고흥작은영화관,전라남도,장소,문화시설,일반극장/영화관
미림극장,인천광역시,장소,문화시설,일반극장/영화관
뽑기언니,서울특별시,장소,문화시설,비디오/DVD감상실
시네필,전라북도,장소,문화시설,비디오/DVD감상실
신흥만방,서울특별시,장소,문화시설,비디오/DVD감상실
애니양과만화군,대구광역시,장소,문화시설,비디오/DVD감상실
베니스영화관,광주광역시,장소,문화시설,일반극장/영화관
청라스퀘어세븐,인천광역시,장소,문화시설,일반극장/영화관
캡틴코믹,경기도,장소,문화시설,비디오/DVD감상실
거제연육교자동차극장,경상남도,장소,문화시설,일반극장/영화관
스타일무비,서울특별시,장소,문화시설,비디오/DVD감상실
점보만화방,서울특별시,장소,문화시설,비디오/DVD감상실
짱구네다락방,충청남도,장소,문화시설,비디오/DVD감상실
풀덤,광주광역시,장소,문화시설,비디오/DVD감상실
허브DVD시네마,충청남도,장소,문화시설,일반극장/영화관
놀이툰,경기도,장소,문화시설,비디오/DVD감상실
서울아트시네마,서울특별시,장소,문화시설,일반극장/영화관
명배우봉하극장콜로노스,경상남도,장소,문화시설,일반극장/영화관
메가박스이시아제3관,대구광역시,장소,문화시설,일반극장/영화관
메가박스이시아제7관,대구광역시,장소,문화시설,일반극장/영화관
메가박스이시아제4관,대구광역시,장소,문화시설,일반극장/영화관
메가박스이시아제6관,대구광역시,장소,문화시설,일반극장/영화관
메가박스이시아제5관,대구광역시,장소,문화시설,일반극장/영화관
메가박스이시아제1관,대구광역시,장소,문화시설,일반극장/영화관
메가박스이시아제2관,대구광역시,장소,문화시설,일반극장/영화관
메가박스,대구광역시,장소,문화시설,메가박스
CGV,경상남도,장소,문화시설,CGV
롯데시네마,전라북도,장소,문화시설,롯데시네마
CGV,울산광역시,장소,문화시설,CGV
판타스틱큐브,경기도,장소,문화시설,일반극장/영화관
강릉독립예술극장신영,강원도,장소,문화시설,일반극장/영화관
씨네큐부평,인천광역시,장소,문화시설,일반극장/영화관
알펜시아시네마,강원도,장소,문화시설,일반극장/영화관
CINEDECHEF용산,서울특별시,장소,문화시설,일반극장/영화관
금성시네마,충청남도,장소,문화시설,일반극장/영화관
대구그레이스실버영화관,대구광역시,장소,문화시설,일반극장/영화관
명화극장,경기도,장소,문화시설,일반극장/영화관
청춘극장,서울특별시,장소,문화시설,일반극장/영화관
대전아트시네마,대전광역시,장소,문화시설,일반극장/영화관
예산시네마,충청남도,장소,문화시설,일반극장/영화관
금산시네마,충청남도,장소,문화시설,일반극장/영화관
함안군작은영화관,경상남도,장소,문화시설,일반극장/영화관
대가야시네마,경상북도,장소,문화시설,일반극장/영화관
양구정중앙시네마,강원도,장소,문화시설,일반극장/영화관
광주독립영화관,광주광역시,장소,문화시설,일반극장/영화관
인디플러스포항,경상북도,장소,문화시설,일반극장/영화관
횡성시네마,강원도,장소,문화시설,일반극장/영화관
당진아트시네마,충청남도,장소,문화시설,일반극장/영화관
시네마브이,강원도,장소,문화시설,일반극장/영화관
아트씨어터씨앤씨,부산광역시,장소,문화시설,일반극장/영화관
